Fire Size,Fire Size Class,Cause Stat,Lat,Lng,State,Reported Date,Resolved Date,Days to Resolve
10.0,C,Lightning,27.0985,-80.5738,FL,2015-05-04,2015-05-04,0 days
0.8,B,Lightning,45.975,-114.88,ID,1992-08-31,1992-09-01,1 days
13.11,C,Lightning,32.2702,-84.7637,GA,2000-08-19,2000-08-19,0 days
3.0,B,Lightning,34.18472222,-107.8022222,NM,2000-08-08,2000-08-10,2 days
74998.0,G,Lightning,45.38472222,-115.28555559999998,ID,2000-07-31,2000-11-22,114 days
147.0,D,Lightning,46.51166667,-115.0647222,ID,2005-08-10,2005-10-06,57 days
2.0,B,Lightning,44.98305556,-119.5422222,OR,2008-07-02,2008-07-09,7 days
5.0,B,Lightning,42.79725,-106.0028,WY,2015-08-30,2015-08-31,1 days
5.0,B,Lightning,46.42027778,-121.7044444,WA,2006-09-04,2006-09-08,4 days
0.8,B,Lightning,36.3955,-113.1399,AZ,2001-09-16,2001-09-18,2 days
1.0,B,Lightning,40.8749,-116.9695,NV,1999-08-04,1999-08-04,0 days
20.0,C,Lightning,35.71916667,-106.5741667,NM,2002-06-22,2002-06-24,2 days
3.0,B,Lightning,30.5025,-94.4942,TX,2011-08-15,2011-08-15,0 days
20.0,C,Lightning,27.6457,-81.7956,FL,2012-03-24,2012-03-24,0 days
1.0,B,Lightning,45.46222222,-105.9186111,MT,2003-07-16,2003-07-17,1 days
0.8,B,Lightning,34.85,-108.9,NM,1994-07-27,1994-07-27,0 days
0.75,B,Lightning,40.0425,-122.835,CA,2006-06-26,2006-06-26,0 days
150.0,D,Lightning,46.03444444,-114.4355556,MT,2005-08-02,2005-10-31,90 days
16.0,C,Lightning,35.57387,-83.94784,TN,2008-06-13,2008-07-10,27 days
23398.5,G,Lightning,67.9578,-160.8922,AK,2010-07-02,2010-07-22,20 days
1.0,B,Lightning,37.41805556,-119.1191667,CA,1999-07-11,1999-07-12,1 days
1.0,B,Lightning,45.6169444,-114.822222,ID,2010-08-09,2010-09-17,39 days
2.0,B,Lightning,67.0222,-151.3297,AK,2007-07-08,2007-07-15,7 days
35.0,C,Lightning,34.63333333,-119.405,CA,1998-08-12,1998-08-12,0 days
240.0,D,Lightning,48.87583333,-120.8202778,WA,2009-07-17,2009-10-09,84 days
2.5,B,Lightning,46.27,-115.5966667,ID,1992-08-20,1992-08-21,1 days
3.0,B,Lightning,33.68583333,-105.7127778,NM,2007-06-30,2007-07-01,1 days
316.0,E,Lightning,44.9317,-121.7436,OR,2014-07-16,2014-10-17,93 days
186.0,D,Lightning,39.4675,-107.9094,CO,2007-07-06,2007-07-08,2 days
1.0,B,Lightning,35.95,-106.8175,NM,2002-06-22,2002-06-23,1 days
40.0,C,Lightning,35.2811,-114.755,NV,1998-07-28,1998-07-29,1 days
8.0,B,Lightning,41.91555,-113.77221000000002,UT,2002-07-22,2002-07-23,1 days
5.7,B,Lightning,35.66944444,-105.4627778,NM,2009-07-17,2009-07-19,2 days
0.8,B,Lightning,46.99,-111.0416667,MT,1994-08-20,1994-08-21,1 days
15.0,C,Lightning,32.549147,-87.985744,AL,2007-06-07,2007-06-07,0 days
15.0,C,Lightning,45.4333,-108.534,MT,1995-08-26,1995-08-27,1 days
90.0,C,Lightning,40.4866,-119.8744,NV,2000-06-26,2000-06-26,0 days
0.6,B,Lightning,38.2394,-114.5664,NV,2001-07-04,2001-07-04,0 days
30.1,C,Lightning,30.48175,-82.10894444,GA,2014-06-21,2014-06-21,0 days
1.0,B,Lightning,41.1852,-109.7379,WY,2003-08-07,2003-08-21,14 days
2.0,B,Lightning,40.41951,-100.5239,NE,2012-07-19,2012-07-19,0 days
4197.0,F,Lightning,45.093,-120.4483,OR,2010-07-27,2010-08-02,6 days
1.0,B,Lightning,33.162701,-80.305672,SC,2011-07-07,2011-07-07,0 days
10.0,C,Lightning,34.155,-111.10666670000002,AZ,1993-08-01,1993-08-05,4 days
3.0,B,Lightning,37.16083333,-107.3919444,CO,2000-07-27,2000-07-29,2 days
1.0,B,Lightning,34.38333333,-111.3,AZ,1994-08-07,1994-08-08,1 days
1.05,B,Lightning,43.78388889,-121.06333329999998,OR,2005-07-31,2005-07-31,0 days
3.5,B,Lightning,37.3275,-107.3738889,CO,2004-08-30,2004-10-15,46 days
5.0,B,Lightning,33.58333333,-107.9883333,NM,1994-07-29,1994-09-07,40 days
10.0,C,Lightning,30.45886182,-88.80613643,MS,1998-07-10,1998-07-10,0 days
1.0,B,Lightning,45.92,-114.57666670000002,ID,1994-08-07,1994-08-10,3 days
5.0,B,Lightning,45.4797,-101.369,SD,2002-08-07,2002-08-07,0 days
1.0,B,Lightning,45.1333,-108.7674,MT,1997-06-22,1997-06-22,0 days
2.0,B,Lightning,34.85,-107.9673,NM,2000-08-17,2000-08-17,0 days
40.0,C,Lightning,44.56861111,-116.3516667,ID,2001-07-14,2001-07-15,1 days
526.0,E,Lightning,30.09833333,-84.855,FL,1996-05-25,1996-05-30,5 days
38.04,C,Lightning,32.5948009,-83.48793420000001,GA,2002-08-03,2002-08-03,0 days
30.0,C,Lightning,45.1333,-107.3506,MT,1994-08-28,1994-08-28,0 days
2.0,B,Lightning,47.58,-115.735,ID,1998-08-21,1998-08-24,3 days
0.7,B,Lightning,48.805,-117.10833329999998,WA,1994-08-04,1994-08-05,1 days
0.8,B,Lightning,44.91916667,-119.6683333,OR,1999-08-23,1999-08-24,1 days
2.2,B,Lightning,37.5667,-105.5672,CO,1994-07-30,1994-07-31,1 days
0.8,B,Lightning,44.41694444,-119.66055559999998,OR,1999-08-23,1999-08-24,1 days
8.0,B,Lightning,44.799490000000006,-120.30049,OR,2010-07-31,2010-08-10,10 days
20.0,C,Lightning,36.0861,-108.8676,NM,2005-07-08,2005-07-12,4 days
3150.0,F,Lightning,33.39166667,-108.225,NM,1992-09-28,1992-12-24,87 days
5.0,B,Lightning,35.44833333,-111.51666670000002,AZ,1996-08-04,1996-08-17,13 days
1.0,B,Lightning,45.33888889,-114.43583329999998,ID,2006-08-07,2006-08-08,1 days
1.5,B,Lightning,32.72833333,-109.9483333,AZ,1993-07-31,1993-08-01,1 days
10.0,C,Lightning,65.77600000000001,-150.85133000000002,AK,2013-06-20,2013-06-29,9 days
320.0,E,Lightning,34.14027778,-107.1588889,NM,2007-03-03,2007-03-03,0 days
20.0,C,Lightning,44.3999,-116.3343,ID,1992-07-01,1992-07-02,1 days
31.5,C,Lightning,39.34,-111.8519,UT,2013-07-10,2013-07-20,10 days
18.0,C,Lightning,33.63,-109.0816667,AZ,1997-11-07,1997-11-14,7 days
300.0,E,Lightning,39.48333333,-112.185,UT,1996-08-01,1996-08-11,10 days
17.0,C,Lightning,31.61519444,-82.84706111,GA,2015-06-22,2015-06-22,0 days
53.8,C,Lightning,40.5455,-118.1507,NV,2000-07-22,2000-07-23,1 days
2.0,B,Lightning,41.7478,-111.0539,UT,2007-07-16,2007-07-17,1 days
1.2,B,Lightning,34.8537,-107.9684,NM,1997-07-17,1997-07-18,1 days
3.0,B,Lightning,43.625,-103.5883333,SD,2001-08-09,2001-08-09,0 days
24.0,C,Lightning,33.97027778,-111.7177778,AZ,2012-05-09,2012-05-09,0 days
1.0,B,Lightning,30.2409,-85.8821,FL,2012-07-05,2012-07-05,0 days
1.5,B,Lightning,34.47055556,-111.0036111,AZ,2003-07-12,2003-07-13,1 days
327.8,E,Lightning,48.151,-119.3992,WA,1998-07-28,1998-07-30,2 days
4.0,B,Lightning,64.8161,-154.6358,AK,1995-07-14,1995-07-25,11 days
2.1,B,Lightning,43.58111111,-88.65388889,WI,2005-06-30,2005-06-30,0 days
70.0,C,Lightning,41.15944444,-120.3311111,CA,2001-08-14,2001-08-16,2 days
326.9,E,Lightning,42.6858,-115.3944,ID,2005-06-26,2005-06-26,0 days
1.0,B,Lightning,33.41166667,-108.04666670000002,NM,1994-07-18,1994-07-19,1 days
200.0,D,Lightning,31.6995,-102.7166667,TX,2010-06-27,2010-06-27,0 days
1270.0,F,Lightning,36.59444444,-112.3663889,AZ,2009-07-22,2009-10-04,74 days
138.0,D,Lightning,66.0996,-148.4193,AK,1994-06-15,1994-07-01,16 days
4.6,B,Lightning,37.3992,-112.3439,UT,2009-07-28,2009-07-30,2 days
34.6,C,Lightning,44.3433,-119.5947,OR,2014-07-23,2014-08-05,13 days
12.35,C,Lightning,31.8245,-84.5992,GA,1993-07-11,1993-07-11,0 days
37.4,C,Lightning,40.0492,-116.1572,NV,2011-08-28,2011-08-29,1 days
12.0,C,Lightning,30.09670333,-97.26063333,TX,2011-08-15,2011-08-15,0 days
2.0,B,Lightning,44.538,-105.4047,WY,2012-06-25,2012-06-25,0 days
4180.0,F,Lightning,45.7319,-105.0386,MT,2000-09-08,2000-09-09,1 days
99.0,C,Lightning,30.05666667,-85.00666667,FL,1996-09-10,1996-09-10,0 days
4.8,B,Lightning,45.53556,-121.35389,OR,2012-07-19,2012-07-24,5 days
8.0,B,Lightning,30.759,-85.5974,FL,2011-08-23,2011-08-24,1 days
125.0,D,Lightning,31.58833333,-110.4333333,AZ,1994-08-03,1994-08-04,1 days
1.5,B,Lightning,45.98777778,-115.3952778,ID,2003-08-20,2003-08-20,0 days
1.0,B,Lightning,43.854583,-105.307333,WY,2012-07-22,2012-07-22,0 days
15.0,C,Lightning,33.47390639,-112.9358648,AZ,1993-08-06,1993-08-07,1 days
2445.0,F,Lightning,40.8332,-119.3844,NV,1995-09-16,1995-09-22,6 days
1.0,B,Lightning,33.3192,-109.8006,AZ,1999-07-12,1999-07-13,1 days
3011.0,F,Lightning,30.666944399999995,-82.3158333,GA,2001-06-08,2001-07-15,37 days
8.5,B,Lightning,35.23833333,-84.42166667,TN,1999-04-24,1999-04-24,0 days
1.0,B,Lightning,34.41888889,-111.52694440000002,AZ,2014-07-08,2014-07-10,2 days
3.0,B,Lightning,38.9853,-108.9405,CO,2009-08-07,2009-08-08,1 days
5.0,B,Lightning,35.5855,-118.4768,CA,1999-10-02,1999-10-02,0 days
8.42,B,Lightning,32.51539043,-83.66666403,GA,2002-07-02,2002-07-02,0 days
2930.0,F,Lightning,42.7832,-113.3842,ID,1992-06-24,1992-06-26,2 days
1.0,B,Lightning,35.05388889,-112.0280556,AZ,2002-07-21,2002-07-23,2 days
4.0,B,Lightning,35.01777778,-93.91722222,AR,2006-06-16,2006-06-17,1 days
17.0,C,Lightning,33.6752,-82.7077,GA,2000-06-26,2000-06-26,0 days
3.9,B,Lightning,48.4429,-118.9511,WA,1997-08-22,1997-08-24,2 days
6.0,B,Lightning,45.0094,-107.8757,MT,2000-07-13,2000-07-16,3 days
0.8,B,Lightning,38.1403,-108.2145,CO,2004-06-15,2004-06-16,1 days
14.0,C,Lightning,37.0042,-112.7214,UT,2005-07-21,2005-07-23,2 days
10.0,C,Lightning,36.7355954,-113.6383622,AZ,1992-06-21,1992-06-21,0 days
1.0,B,Lightning,43.6619,-109.241,WY,2004-08-07,2004-08-07,0 days
781.9,E,Lightning,40.6646,-117.5673,NV,2000-07-17,2000-07-20,3 days
0.9,B,Lightning,43.00277778,-121.045,OR,2014-08-01,2014-08-02,1 days
30.0,C,Lightning,45.2999,-108.6737,MT,2002-08-30,2002-09-03,4 days
45.0,C,Lightning,35.35444444,-105.5322222,NM,2002-06-28,2002-07-04,6 days
12.0,C,Lightning,33.74442,-91.89549,AR,2011-09-14,2011-09-14,0 days
1.0,B,Lightning,37.0997,-107.6328,CO,1999-08-20,1999-08-21,1 days
6.0,B,Lightning,46.77138889,-115.4483333,ID,2009-07-26,2009-08-07,12 days
16.0,C,Lightning,35.48955,-104.782483,NM,2012-07-20,2012-07-20,0 days
1.0,B,Lightning,48.88527778,-121.6172222,WA,1999-10-04,1999-11-08,35 days
2.5,B,Lightning,43.2237481,-77.65382056,NY,2007-03-28,2007-03-28,0 days
0.6,B,Lightning,42.665297,-119.195,OR,2011-08-24,2011-08-25,1 days
1.32,B,Lightning,32.67699766,-82.04258990000001,GA,2011-07-06,2011-07-06,0 days
5.0,B,Lightning,41.02833333,-122.98333329999998,CA,1996-08-14,1996-09-22,39 days
11.6,C,Lightning,27.5479,-82.199,FL,2011-06-13,2011-06-13,0 days
3.0,B,Lightning,47.92888889,-113.43666670000002,MT,2003-08-05,2003-08-08,3 days
3.0,B,Lightning,37.44833333,-80.16166667,VA,1997-05-02,1997-05-03,1 days
1.1,B,Lightning,37.3105556,-119.056667,CA,2010-07-24,2010-07-28,4 days
220.0,D,Lightning,34.90041,-108.03569,NM,1992-07-13,1992-07-19,6 days
1.0,B,Lightning,41.08333158,-73.94805600000001,NY,2008-05-25,2008-05-25,0 days
1.0,B,Lightning,42.5271,-123.1228,OR,1999-07-19,1999-07-23,4 days
28.0,C,Lightning,32.33803333,-94.42883333,TX,2013-08-07,2013-08-07,0 days
1.5,B,Lightning,38.5333,-105.4506,CO,1994-07-30,1994-07-30,0 days
3.0,B,Lightning,36.70944444,-106.1013889,NM,2006-05-23,2006-05-29,6 days
3.2,B,Lightning,45.265,-106.2069444,MT,2005-08-11,2005-08-12,1 days
1.0,B,Lightning,33.35333333,-109.1033333,AZ,1996-06-07,1996-06-11,4 days
12.0,C,Lightning,42.9308,-113.4078,ID,2010-07-29,2010-08-02,4 days
7.0,B,Lightning,34.41583333,-110.98583329999998,AZ,2007-05-04,2007-05-04,0 days
2.5,B,Lightning,43.35166667,-122.135,OR,1992-09-02,1992-09-03,1 days
15000.0,G,Lightning,33.57027778,-109.3808333,AZ,2007-06-30,2007-07-12,12 days
1091.0,F,Lightning,43.36524,-116.06212,ID,2011-08-15,2011-08-16,1 days
2.2,B,Lightning,34.38416667,-110.6808333,AZ,2008-08-03,2008-08-03,0 days
55.0,C,Lightning,35.1944,-114.1167,AZ,2013-06-30,2013-07-01,1 days
1.25,B,Lightning,36.8344,-104.9542,NM,2012-08-02,2012-08-02,0 days
3400.0,F,Lightning,42.96,-110.5394444,WY,2002-07-11,2002-08-15,35 days
2700.0,F,Lightning,45.44833333,-105.9552778,MT,2005-08-22,2005-09-01,10 days
74.0,C,Lightning,48.2225,-104.8,MT,2014-04-23,2014-04-23,0 days
11.0,C,Lightning,39.8358,-119.3694,NV,2012-06-01,2012-06-06,5 days
1.0,B,Lightning,44.45,-105.59067,WY,2013-07-28,2013-07-28,0 days
59.0,C,Lightning,43.59333333,-104.04138890000002,SD,2012-07-25,2012-07-26,1 days
2.5,B,Lightning,35.6834,-106.4673,NM,2002-08-20,2002-08-20,0 days
1.0,B,Lightning,48.1196,-118.8375,WA,2004-06-30,2004-06-30,0 days
11.0,C,Lightning,33.6334,-109.624,AZ,1994-08-07,1994-08-08,1 days
2.0,B,Lightning,45.88444444,-102.6827778,SD,2006-07-18,2006-07-18,0 days
2.0,B,Lightning,46.21333333,-114.855,ID,1992-08-01,1992-08-13,12 days
2.0,B,Lightning,40.7783,-115.0331,NV,2006-04-23,2006-04-23,0 days
45.2,C,Lightning,40.9717,-117.2992,NV,2009-05-29,2009-06-02,4 days
12.0,C,Lightning,36.7272,-106.7098,NM,1993-08-03,1993-08-04,1 days
1.06,B,Lightning,43.0319145,-74.33276687,NY,2007-04-21,2007-04-21,0 days
100.0,D,Lightning,47.41527778,-104.0083333,ND,2000-08-02,2000-08-02,0 days
0.8,B,Lightning,29.7116,-82.2059,FL,2011-06-23,2011-06-23,0 days
1.0,B,Lightning,33.499190000000006,-110.04256,AZ,2012-07-16,2012-07-19,3 days
3.0,B,Lightning,37.51777778,-119.4,CA,1999-10-01,1999-10-03,2 days
1.2,B,Lightning,37.26583333,-107.3838889,CO,2003-07-19,2003-07-22,3 days
2.3,B,Lightning,30.869035200000003,-81.98118684,GA,2011-08-18,2011-08-18,0 days
17.0,C,Lightning,30.0667,-85.3778,FL,2015-05-24,2015-05-24,0 days
40.0,C,Lightning,42.18222222,-110.7672222,WY,2005-09-15,2005-10-26,41 days
10.0,C,Lightning,47.30166667,-120.48166670000002,WA,2012-09-12,2012-10-06,24 days
0.71,B,Lightning,44.92475908,-116.3428611,ID,2015-09-04,2015-09-08,4 days
507.0,E,Lightning,40.8507,-116.9109,NV,1996-06-07,1996-06-10,3 days
21.95,C,Lightning,31.5494,-81.8357,GA,2000-06-04,2000-06-04,0 days
36.0,C,Lightning,34.9624,-108.0844,NM,1995-08-09,1995-08-11,2 days
72.0,C,Lightning,42.91833333,-121.6702778,OR,2001-07-19,2001-07-19,0 days
1.5,B,Lightning,40.8786,-109.1997,UT,2014-06-10,2014-06-11,1 days
5.8,B,Lightning,33.33583333,-110.8897222,AZ,2012-05-08,2012-05-10,2 days
228.5,D,Lightning,42.868,-113.7759,ID,1999-06-24,1999-06-24,0 days
36.0,C,Lightning,40.45233,-107.65403,CO,2013-08-05,2013-08-13,8 days
3.0,B,Lightning,66.7303,-159.5889,AK,2010-07-03,2010-07-06,3 days
5.0,B,Lightning,33.8675,-108.48555559999998,NM,2002-06-08,2002-06-09,1 days
11.0,C,Lightning,35.0086,-114.1322,AZ,2005-08-13,2005-08-13,0 days
4.8,B,Lightning,41.7639,-117.8711,NV,2006-07-25,2006-07-26,1 days
24.0,C,Lightning,45.72611111,-102.1175,SD,2006-07-28,2006-07-29,1 days
5.0,B,Lightning,47.4714,-106.3061,MT,2006-07-12,2006-07-13,1 days
7892.0,G,Lightning,37.17388889,-113.5383333,UT,2005-07-20,2005-07-22,2 days
1.0,B,Lightning,46.68666667,-121.3883333,WA,1994-08-31,1994-09-02,2 days
1.5,B,Lightning,36.7994,-113.6992,AZ,2006-08-23,2006-08-26,3 days
11699.5,G,Lightning,64.1211,-160.2978,AK,2013-06-20,2013-08-01,42 days
200.0,D,Lightning,42.55166667,-121.20333329999998,OR,1992-06-23,1992-06-26,3 days
27.8,C,Lightning,39.3455,-115.7392,NV,2002-08-02,2002-08-04,2 days
15.0,C,Lightning,43.2621,-114.1061,ID,2002-07-07,2002-07-07,0 days
55.6,C,Lightning,43.24989,-116.14971,ID,2007-09-05,2007-09-05,0 days
281.0,D,Lightning,40.9611,-107.5834,CO,2011-10-02,2011-10-06,4 days
0.9,B,Lightning,33.6056,-109.6118,AZ,2001-07-09,2001-07-11,2 days
1.5,B,Lightning,45.22861111,-106.0083333,MT,2008-06-21,2008-06-21,0 days
8796.0,G,Lightning,42.2594,-107.1967,WY,2012-07-27,2012-08-24,28 days
1.25,B,Lightning,45.07777778,-116.8088889,OR,2014-08-03,2014-08-05,2 days
1.5,B,Lightning,32.2524,-82.4786,GA,2000-06-14,2000-06-14,0 days
11.3,C,Lightning,44.678,-101.4907,SD,2012-06-09,2012-06-10,1 days
4.1,B,Lightning,46.50305556,-112.1183333,MT,2012-07-30,2012-07-30,0 days
13.0,C,Lightning,64.9511,-161.9628,AK,2010-07-11,2010-07-14,3 days
9.0,B,Lightning,33.46083333,-109.2652778,AZ,2009-07-19,2009-09-30,73 days
2.0,B,Lightning,45.4278,-104.2627,MT,1996-08-17,1996-08-18,1 days
13.3,C,Lightning,30.5553,-82.1198,GA,1997-09-24,1997-09-24,0 days
2.6,B,Lightning,33.3157,-84.3419,GA,2000-07-22,2000-07-22,0 days
1.0,B,Lightning,35.78272,-109.23547,AZ,2008-07-19,2008-07-20,1 days
12.0,C,Lightning,48.2856,-108.4935,MT,2010-07-31,2010-07-31,0 days
300.0,E,Lightning,33.9822,-116.223503,CA,2012-08-12,2012-08-16,4 days
1.0,B,Lightning,34.34826,-93.30618,AR,2012-08-05,2012-08-05,0 days
2171.0,F,Lightning,41.79972222,-123.4277778,CA,2007-07-11,2007-12-06,148 days
2050.0,F,Lightning,44.7499,-120.2345,OR,1996-07-31,1996-08-01,1 days
5.0,B,Lightning,46.61333333,-115.54833329999998,ID,1998-08-20,1998-08-21,1 days
2.0,B,Lightning,66.7215,-151.0102,AK,2004-06-13,2004-06-18,5 days
1.5,B,Lightning,38.85444444,-120.6663889,CA,2011-09-11,2011-09-13,2 days
1.0,B,Lightning,37.3297222,-106.287778,CO,2010-07-18,2010-08-06,19 days
1.0,B,Lightning,35.95,-106.7669444,NM,2001-07-31,2001-08-05,5 days
918.0,E,Lightning,40.6164,-120.1206,CA,2006-06-25,2006-06-30,5 days
1.0,B,Lightning,46.41444444,-115.4536111,ID,2013-08-23,2013-08-23,0 days
12.0,C,Lightning,37.94166667,-111.6013889,UT,2002-08-19,2002-08-24,5 days
50.0,C,Lightning,29.5565,-81.7328,FL,2011-06-07,2011-06-26,19 days
1.0,B,Lightning,35.685,-109.20142,AZ,2008-07-03,2008-07-03,0 days
2513.0,F,Lightning,42.39665,-115.30882,ID,1999-08-03,1999-08-05,2 days
0.6,B,Lightning,40.9478,-73.0458,NY,2015-08-07,2015-08-07,0 days
1.5,B,Lightning,39.3411,-116.1636,NV,2008-07-26,2008-07-27,1 days
35.0,C,Lightning,46.17666667,-114.87666670000002,ID,2014-08-20,2014-10-22,63 days
0.54,B,Lightning,31.704,-82.7994,GA,1996-05-23,1996-05-23,0 days
30.0,C,Lightning,65.066,-161.5693,AK,1992-07-07,1992-07-07,0 days
1.0,B,Lightning,48.10666667,-92.355,MN,1995-06-02,1995-06-03,1 days
145.5,D,Lightning,37.9069,-110.6119,UT,2006-06-12,2006-06-19,7 days
3.0,B,Lightning,26.6228,-81.0637,FL,2015-06-21,2015-06-21,0 days
0.8,B,Lightning,34.10416667,-109.4952778,AZ,2005-05-26,2005-05-26,0 days
0.75,B,Lightning,41.66398542,-74.90583767,NY,2008-04-17,2008-04-17,0 days
3.0,B,Lightning,47.2922,-120.1767,WA,2005-06-18,2005-06-18,0 days
5.0,B,Lightning,30.0408,-83.6808,FL,2011-05-15,2011-05-15,0 days
6480.0,G,Lightning,45.7517,-105.4355,MT,1999-08-27,1999-08-29,2 days
1.0,B,Lightning,43.2389562,-73.82794609999999,NY,2005-08-07,2005-08-07,0 days
35238.0,G,Lightning,43.7225,-115.1230556,ID,2000-08-15,2000-10-13,59 days
4552.0,F,Lightning,39.5988,-118.3793,NV,1999-07-14,1999-07-19,5 days
10.0,C,Lightning,33.2514,-110.7025,AZ,2005-07-19,2005-07-19,0 days
162.5,D,Lightning,46.35833333,-103.5930556,ND,2003-08-26,2003-08-26,0 days
5.0,B,Lightning,44.86666667,-112.1166667,MT,2000-07-28,2000-08-01,4 days
1.0,B,Lightning,48.5069,-119.4399,WA,2013-08-01,2013-08-12,11 days
245.0,D,Lightning,36.25288,-114.182,NV,1996-07-20,1996-07-30,10 days
8.7,B,Lightning,40.17484,-112.06963,UT,2005-07-21,2005-07-21,0 days
2.0,B,Lightning,33.8075,-94.22417,AR,2011-08-24,2011-08-25,1 days
12.0,C,Lightning,31.96708,-104.83308,TX,2010-06-23,2010-06-24,1 days
0.7,B,Lightning,47.75333333,-91.43,MN,1997-08-07,1997-08-09,2 days
17.5,C,Lightning,30.4699,-84.7248,FL,2011-05-18,2011-05-18,0 days
30.0,C,Lightning,37.1833,-114.0175,UT,1993-08-03,1993-08-03,0 days
0.8,B,Lightning,29.3791,-81.608,FL,2014-05-16,2014-05-16,0 days
0.98,B,Lightning,41.66663765,-75.04766668,NY,2009-04-19,2009-04-19,0 days
2.0,B,Lightning,44.53666667,-119.12666670000002,OR,1998-08-27,1998-08-28,1 days
3.0,B,Lightning,37.60333333,-106.65833329999998,CO,1996-06-23,1996-06-23,0 days
1.0,B,Lightning,31.9075,-109.3811111,AZ,2006-06-07,2006-06-08,1 days
1.0,B,Lightning,33.23111,-94.02998,AR,2014-02-22,2014-02-22,0 days
17.0,C,Lightning,26.9527,-80.2194,FL,2013-04-14,2013-04-14,0 days
10.0,C,Lightning,45.8364,-101.3499,SD,2000-07-15,2000-07-15,0 days
82.0,C,Lightning,47.8,-101.9004,ND,1999-05-01,1999-05-01,0 days
4.0,B,Lightning,33.6334,-110.2698,AZ,2003-08-08,2003-08-09,1 days
27.0,C,Lightning,32.96666667,-87.39583333,AL,2000-09-16,2000-09-16,0 days
212.0,D,Lightning,39.60583333,-122.6658333,CA,2003-09-03,2003-09-09,6 days
11.0,C,Lightning,34.25861111,-110.3497222,AZ,2014-07-25,2014-08-10,16 days
232.3,D,Lightning,42.8082,-118.6119,OR,1996-08-28,1996-08-30,2 days
52505.0,G,Lightning,47.53,-113.04666670000002,MT,2007-07-11,2007-11-29,141 days
5.0,B,Lightning,39.901,-115.6078,NV,2000-07-11,2000-07-12,1 days
34.0,C,Lightning,36.7667,-111.8174,AZ,1996-08-10,1996-08-12,2 days
780.0,E,Lightning,39.8402,-111.9155,UT,1994-07-02,1994-07-03,1 days
1.3,B,Lightning,43.5283,-119.6164,OR,2014-07-31,2014-08-01,1 days
1.5,B,Lightning,39.76117,-113.88153,UT,2013-06-09,2013-06-11,2 days
5.0,B,Lightning,33.574081,-82.037003,SC,2012-07-05,2012-07-05,0 days
5.0,B,Lightning,45.75472222,-116.74666670000002,OR,2000-08-24,2000-09-04,11 days
2.0,B,Lightning,47.72833333,-116.4927778,ID,2015-08-22,2015-08-28,6 days
1.2,B,Lightning,44.05861111,-118.7286111,OR,2011-08-25,2011-08-26,1 days
106.0,D,Lightning,39.4177,-115.5181,NV,2001-07-03,2001-07-05,2 days
2.0,B,Lightning,37.3333,-114.0675,NV,2003-07-22,2003-07-24,2 days
1231.0,F,Lightning,44.45611111,-120.5147222,OR,1995-09-17,1995-10-30,43 days
20.0,C,Lightning,43.49583333,-105.22083329999998,WY,2000-07-19,2000-07-19,0 days
1.0,B,Lightning,34.7533,-98.45,OK,2005-08-08,2005-08-08,0 days
3.2,B,Lightning,46.7025,-87.96694444,MI,2005-09-17,2005-09-18,1 days
3.0,B,Lightning,34.46888889,-110.7313889,AZ,2004-08-11,2004-08-12,1 days
198.0,D,Lightning,37.7558,-119.6056,CA,2013-05-21,2013-09-20,122 days
3.5,B,Lightning,46.38833333,-111.9616667,MT,1998-08-30,1998-09-01,2 days
2.8,B,Lightning,47.54416667,-103.2547222,ND,2003-09-09,2003-09-09,0 days
5.2,B,Lightning,42.40194444,-123.8838889,OR,2000-07-12,2000-07-13,1 days
1.0,B,Lightning,43.135,-122.3469444,OR,2003-09-05,2003-09-05,0 days
4.9,B,Lightning,31.4808,-81.796,GA,2002-06-03,2002-06-03,0 days
5.0,B,Lightning,30.45638889,-88.79333333,MS,2011-06-07,2011-06-09,2 days
80.0,C,Lightning,35.32833333,-111.59333329999998,AZ,1998-09-14,1998-09-25,11 days
2.0,B,Lightning,44.36666667,-118.3666667,OR,2001-08-11,2001-08-12,1 days
1.7,B,Lightning,42.90377598,-78.7544145,NY,2008-05-10,2008-05-10,0 days
1.0,B,Lightning,45.3428,-107.1301,MT,2001-06-23,2001-06-23,0 days
8.0,B,Lightning,30.8164,-87.0853,FL,2011-05-29,2011-05-29,0 days
312.0,E,Lightning,35.3917,-114.3544,AZ,2005-07-30,2005-08-01,2 days
4.2,B,Lightning,36.46166667,-106.19,NM,1995-07-30,1995-07-30,0 days
35.0,C,Lightning,34.06833333,-111.53333329999998,AZ,1994-07-26,1994-07-27,1 days
6.0,B,Lightning,34.20111111,-111.1677778,AZ,2000-07-21,2000-07-21,0 days
1.0,B,Lightning,25.9716,-80.4274,FL,2015-08-21,2015-08-21,0 days
320.0,E,Lightning,48.745,-115.74,MT,1994-08-22,1994-08-31,9 days
1.0,B,Lightning,37.23361111,-83.48388889,KY,1999-08-21,1999-08-25,4 days
27.0,C,Lightning,41.73055556,-102.4291667,NE,2005-07-17,2005-07-18,1 days
3.0,B,Lightning,35.405,-111.605,AZ,1996-09-03,1996-09-10,7 days
2.0,B,Lightning,47.45083333,-113.28555559999998,MT,2000-07-13,2000-12-05,145 days
4.5,B,Lightning,37.4292,-109.3093,UT,2006-07-02,2006-07-03,1 days
11.5,C,Lightning,36.4083,-113.7375,AZ,1998-07-31,1998-08-05,5 days
